iter	RMSE
0	0.1633321816
1	0.1560352158
2	0.149727858
3	0.1440465993
4	0.139100119
5	0.1347125523
6	0.1308725999
7	0.1276005923
8	0.124585128
9	0.1219449966
10	0.1197486196
11	0.117715673
12	0.1159455743
13	0.1139515693
14	0.1122329152
15	0.1107371432
16	0.1095136601
17	0.1084291271
18	0.1074710656
19	0.106361267
20	0.1053077389
21	0.1045547721
22	0.1038865464
23	0.1031136355
24	0.1023628539
25	0.1017741892
26	0.1011926168
27	0.1006565507
28	0.1001539028
29	0.0997305414
30	0.09927283712
31	0.09884987652
32	0.09841552394
33	0.09803737176
34	0.09772801504
35	0.09738313988
36	0.09713960965
37	0.09680899379
38	0.09657717218
39	0.0962830665
40	0.09608224255
41	0.09582715168
42	0.09556893379
43	0.09535507675
44	0.09519222868
45	0.09503289304
46	0.09483648037
47	0.09472801583
48	0.0946058436
49	0.09425780051
50	0.09413119294
51	0.09398534895
52	0.09380722014
53	0.09352389881
54	0.09339889217
55	0.09327477333
56	0.09316643546
57	0.0930347997
58	0.09297049103
59	0.09275323293
60	0.09265211929
61	0.09252988803
62	0.09244915195
63	0.09234419295
64	0.09226942374
65	0.09219731409
66	0.09212698469
67	0.0920675673
68	0.09200128485
69	0.09189219087
70	0.09183045474
71	0.09175714946
72	0.09167635891
73	0.09158767813
74	0.09140340707
75	0.09136756163
76	0.09128008292
77	0.09116186304
78	0.09111120248
79	0.09101367916
80	0.09095440864
81	0.09090231119
82	0.09086697087
83	0.09082778111
84	0.09078424003
85	0.09072257266
86	0.09065854434
87	0.09054038411
88	0.09049865348
89	0.09037242996
90	0.09031965687
91	0.09028632472
92	0.0902406942
93	0.09013932814
94	0.09009669346
95	0.09006539646
96	0.09000534359
97	0.08995646569
98	0.08990672506
99	0.08987545946
100	0.0898342098
101	0.08973076788
102	0.08969676463
103	0.08965436639
104	0.08962517571
105	0.08959368692
106	0.08952644919
107	0.08949000577
108	0.08940718601
109	0.08938349367
110	0.0893262302
111	0.08927997619
112	0.08920628863
113	0.08918795921
114	0.08916478252
115	0.08912856811
116	0.08910460128
117	0.08906039816
118	0.08901621552
119	0.08898215968
120	0.08892857788
121	0.0889055869
122	0.08889039547
123	0.08886697986
124	0.08883722465
125	0.08880485706
126	0.08877554927
127	0.08874276785
128	0.08871613825
129	0.08868816463
130	0.08864370266
131	0.08862271234
132	0.08860251552
133	0.08856250111
134	0.08853998411
135	0.08851675581
136	0.08848433997
137	0.08846678798
138	0.0884297702
139	0.08840617134
140	0.08836145329
141	0.08833423802
142	0.08831389835
143	0.08829286006
144	0.08827325306
145	0.08823380967
146	0.08821652209
147	0.08820021582
148	0.08815594181
149	0.08813587933
150	0.08811676908
151	0.0880971565
152	0.08807219941
153	0.08803906471
154	0.08801457529
155	0.087993536
156	0.08796492859
157	0.08795103647
158	0.08793449415
159	0.0878698134
160	0.08785055671
161	0.08782360057
162	0.08780429569
163	0.087752056
164	0.08772346306
165	0.08768046771
166	0.087655544
167	0.087633581
168	0.08761254741
169	0.08759244091
170	0.08757778198
171	0.08755958542
172	0.08753386739
173	0.0875140046
174	0.08748945707
175	0.08746934036
176	0.0874519945
177	0.08743595642
178	0.08741310156
179	0.08739684215
180	0.08737618741
181	0.0873572821
182	0.08733778461
183	0.08732002897
184	0.08730732046
185	0.08728200797
186	0.08725964605
187	0.08724739921
188	0.08719939087
189	0.08718313763
190	0.0871521941
191	0.08713402733
192	0.08711564009
193	0.08710241923
194	0.08708001822
195	0.08706794198
196	0.08704848673
197	0.08702799554
198	0.08697673073
199	0.08696253329
200	0.0869433634
201	0.08692689346
202	0.08691159943
203	0.08689411159
204	0.08688055519
205	0.08686711331
206	0.0868419623
207	0.08682516425
208	0.08680888041
209	0.08676733675
210	0.08675622256
211	0.08673667273
212	0.08671186228
213	0.08669652723
214	0.08668626546
215	0.08667030138
216	0.08665260971
217	0.08662488383
218	0.08661000072
219	0.08658718925
220	0.08656345905
221	0.08654695994
222	0.08650970114
223	0.08649403293
224	0.08647729495
225	0.08645695108
226	0.08643688242
227	0.08641081919
228	0.08639718147
229	0.08638370992
230	0.08636678192
231	0.08634678525
232	0.08632855388
233	0.08631489007
234	0.08630417407
235	0.08628493411
236	0.08627143024
237	0.08626250745
238	0.08624775869
239	0.08623531234
240	0.08621937642
241	0.08620114137
242	0.08618293647
243	0.08616295556
244	0.08614839361
245	0.0861220665
246	0.08610928851
247	0.0860959409
248	0.08607707064
249	0.0860661764
250	0.08604752277
251	0.08603423617
252	0.08601374048
253	0.08600099079
254	0.08598996147
255	0.08597579639
256	0.08596479956
257	0.08595632633
258	0.08594340221
259	0.08593125505
260	0.08591876172
261	0.08590816338
262	0.0858960948
263	0.08588368544
264	0.08587449842
265	0.08585803509
266	0.085845608
267	0.08582598893
268	0.08581488616
269	0.08580412862
270	0.08579140335
271	0.08577893176
272	0.08576470962
273	0.0857542417
274	0.08574450245
275	0.08572660621
276	0.08570425603
277	0.08569300293
278	0.08567358155
279	0.08566069915
280	0.08565111369
281	0.08561439103
282	0.08559780752
283	0.08557560513
284	0.08556203759
285	0.08554666616
286	0.08553616668
287	0.08552006171
288	0.08550863501
289	0.08549366592
290	0.08547556912
291	0.08545933183
292	0.08544884558
293	0.08542933645
294	0.08542076954
295	0.08541177664
296	0.08540262714
297	0.08539115225
298	0.08537975645
299	0.08536979475
300	0.08534987554
301	0.0853378504
302	0.08532408884
303	0.08531410812
304	0.08529972989
305	0.08528772475
306	0.08527650392
307	0.08526713398
308	0.08525757295
309	0.08524812263
310	0.08523524283
311	0.08522253118
312	0.08521275591
313	0.08519418363
314	0.08518558047
315	0.08517349656
316	0.08516158928
317	0.08515212071
318	0.08514133388
319	0.08512731085
320	0.08511925962
321	0.08510882904
322	0.0851001504
323	0.08509388639
324	0.08508723773
325	0.08507155629
326	0.08506150673
327	0.08505498402
328	0.08503966141
329	0.08503132012
330	0.08502330455
331	0.08501419736
332	0.08500430751
333	0.08499241656
334	0.08497502657
335	0.08496355447
336	0.08494989132
337	0.08493648239
338	0.08492373847
339	0.08491138476
340	0.08490075292
341	0.08488709291
342	0.08487613933
343	0.08486757423
344	0.08485910095
345	0.08484867068
346	0.08483972651
347	0.08482911534
348	0.08481940511
349	0.08480815607
350	0.08479940386
351	0.08479109501
352	0.08478146782
353	0.08477381659
354	0.08476502178
355	0.0847556427
356	0.08474791856
357	0.08473647783
358	0.08471665116
359	0.08469620338
360	0.08468458016
361	0.08467210588
362	0.08465995142
363	0.08465215335
364	0.08464102779
365	0.08463031293
366	0.08462026906
367	0.08461184128
368	0.08459674429
369	0.08458689701
370	0.08457544612
371	0.08456201748
372	0.08455346402
373	0.08454246391
374	0.08452888892
375	0.08452144367
376	0.08451134402
377	0.08450010108
378	0.08449018934
379	0.08448061536
380	0.08446874485
381	0.08445897178
382	0.08444888067
383	0.0844386747
384	0.08442792301
385	0.08441660497
386	0.08440264808
387	0.08439285643
388	0.08437488626
389	0.08436525586
390	0.08435726968
391	0.08434617704
392	0.08433587595
393	0.08432496727
394	0.08431552284
395	0.08430812622
396	0.08430302187
397	0.08429667245
398	0.08429030221
399	0.08428343234
400	0.0842702381
401	0.08425845534
402	0.08425194549
403	0.0842447095
404	0.08423615491
405	0.08422687482
406	0.08421927181
407	0.08420945252
408	0.08420036319
409	0.08418844571
410	0.08417910186
411	0.08417406322
412	0.08416797169
413	0.08416108053
414	0.08415322432
415	0.0841449283
416	0.08413694975
417	0.0841289926
418	0.08412061974
419	0.08411100091
420	0.08409694464
421	0.08408812044
422	0.08407665429
423	0.08406230474
424	0.084053043
425	0.08404326489
426	0.08403599191
427	0.08402532954
428	0.084016625
429	0.08401106641
430	0.08400115095
431	0.08399184163
432	0.08398169093
433	0.08397322156
434	0.08396584423
435	0.08395608403
436	0.08394230514
437	0.08393328204
438	0.08392324878
439	0.08391442912
440	0.08390584823
441	0.0838957723
442	0.08388830804
443	0.08387738188
444	0.08386900652
445	0.08385970468
446	0.08384904991
447	0.08384050507
448	0.08383056401
449	0.08382185332
450	0.08381589664
451	0.08380546255
452	0.08379714283
453	0.08378918898
454	0.08378362386
455	0.08377505933
456	0.08376638913
457	0.08375872755
458	0.08375130739
459	0.083743231
460	0.08373433055
461	0.08372872163
462	0.08371968228
463	0.08370949906
464	0.08370130118
465	0.08369102067
466	0.08368353815
467	0.08367642987
468	0.08366864976
469	0.08366242394
470	0.08365780303
471	0.08365081317
472	0.08364319579
473	0.08363190021
474	0.08362443066
475	0.08361727521
476	0.08360951478
477	0.08360148119
478	0.08359553402
479	0.08358342347
480	0.08357521084
481	0.08356729312
482	0.08355973278
483	0.08355297652
484	0.08354698287
485	0.08354103637
486	0.08353225071
487	0.08352201791
488	0.08351613873
489	0.0835091989
490	0.08350209631
491	0.08349654714
492	0.08348825582
493	0.08348136211
494	0.08347103337
495	0.08346563078
496	0.08345876656
497	0.08344984193
498	0.0834443496
499	0.08343830368
500	0.08343034905
501	0.08342333649
502	0.08341624378
503	0.08340559557
504	0.08339999772
505	0.08339529425
506	0.08338748443
507	0.08337901468
508	0.08337314515
509	0.08336577183
510	0.08335971315
511	0.08335247999
512	0.08334646272
513	0.08334056996
514	0.08332890224
515	0.08332365545
516	0.08331769148
517	0.08330766486
518	0.08329686389
519	0.08328925744
520	0.08328270305
521	0.08327554207
522	0.08326744568
523	0.08326032989
524	0.08325460174
525	0.08324513055
526	0.08323480069
527	0.08322746604
528	0.08322047876
529	0.08321266237
530	0.08320567629
531	0.0832014959
532	0.08318740093
533	0.08318189885
534	0.08317705201
535	0.083170065
536	0.08316360603
537	0.08315457207
538	0.08314971033
539	0.08314300469
540	0.08313434734
541	0.08312824845
542	0.08312179524
543	0.08311512072
544	0.0831093166
545	0.08310190958
546	0.08309425557
547	0.08308715141
548	0.08307828378
549	0.08307190434
550	0.08306613781
551	0.08305892809
552	0.08305412992
553	0.08304699304
554	0.08303671055
555	0.08302777369
556	0.0830185557
557	0.08301074897
558	0.08300487457
559	0.08299644933
560	0.08298959979
561	0.0829823776
562	0.08297704219
563	0.08297084707
564	0.08296416545
565	0.0829561667
